name,sweep,sweep_value,num_blocks,num_heads,head_dim,embed_dim,mlp_ratio,mlp_hidden_dim,parameters,parameters_million,macs,gmacs,flops,gflops,best_epoch,best_train_loss,best_train_accuracy,best_val_loss,best_val_accuracy,best_accuracy_gap,final_train_loss,final_train_accuracy,final_val_loss,final_val_accuracy,training_seconds,latency_ms_batch1,throughput_batch_size,throughput_batch_latency_ms,throughput_images_per_second,checkpoint,history_csv
baseline,baseline,0,3,4,64,256,4,1024,2593892,2.593892,43723264,0.043723264,87446528,0.087446528,20,2.645903685760498,0.342125,3.054992156600952,0.2734,0.06872500000000004,2.645903685760498,0.342125,3.054992156600952,0.2734,27322.91113719996,25.93120361328125,32,32.76486572265625,976.6559176793036,D:\GNR650\Assignment01\core_component2_results\checkpoints\baseline.npz,D:\GNR650\Assignment01\core_component2_results\history\baseline.csv
